Line,EPD,pair,reliability,used.model,log.x,log.y,nboot.gc,mu.model,lambda.model,A.model,integral.model,stdmu.model,stdlambda.model,stdA.model,ci90.mu.model.lo,ci90.mu.model.up,ci90.lambda.model.lo,ci90.lambda.model.up,ci90.A.model.lo,ci90.A.model.up,ci95.mu.model.lo,ci95.mu.model.up,ci95.lambda.model.lo,ci95.lambda.model.up,ci95.A.model.lo,ci95.A.model.up,mu.spline,lambda.spline,A.spline,integral.spline,mu.bt,lambda.bt,A.bt,integral.bt,stdmu.bt,stdlambda.bt,stdA.bt,stdintegral.bt,ci90.mu.bt.lo,ci90.mu.bt.up,ci90.lambda.bt.lo,ci90.lambda.bt.up,ci90.A.bt.lo,ci90.A.bt.up,ci90.integral.bt.lo,ci90.integral.bt.up,ci95.mu.bt.lo,ci95.mu.bt.up,ci95.lambda.bt.lo,ci95.lambda.bt.up,ci95.A.bt.lo,ci95.A.bt.up,ci95.integral.bt.lo,ci95.integral.bt.up
HA2.152,9,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.021114109,83.17149153,0.408096966,13.8111122,0.000322434,0.215385859,0.001051361,0.020583704,0.021644514,82.8171818,83.52580127,0.406367477,0.409826454,0.020482137,0.02174608,82.74933525,83.59364782,0.406036299,0.410157633,0.018916305,81.69696205,0.408870423,14.31388596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HA2.152,9,D03/Mp_wt,FALSE,richards,FALSE,FALSE,0,0.018377701,72.0328728,0.410716442,19.13974231,0.001200142,1.192893937,0.002475289,0.016403467,0.020351935,70.07056227,73.99518332,0.406644592,0.414788293,0.016025423,0.02072998,69.69480068,74.37094491,0.405864876,0.415568009,0.018915851,71.3387054,0.415068705,19.89227838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HA2.152,9,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.019938858,22.41714068,0.414461058,15.89150874,0.000136533,0.08742153,0.000706236,0.01971426,0.020163455,22.27333226,22.5609491,0.413299301,0.415622816,0.019671252,0.020206463,22.24579448,22.58848688,0.413076837,0.41584528,0.019939451,22.11124735,0.413105994,15.93251585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HA2.152,9,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.022566327,25.61696185,0.41402522,15.98349309,0.000280586,0.163980262,0.000775997,0.022104764,0.023027891,25.34721432,25.88670938,0.412748704,0.415301735,0.022016379,0.023116275,25.29556054,25.93836316,0.412504265,0.415546174,0.020499239,24.46654101,0.415410549,16.02995277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HA2.152,9,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.021894615,26.47489138,0.403274647,14.82015407,0.000166627,0.094825129,0.000575298,0.021620514,0.022168717,26.31890404,26.63087872,0.402328281,0.404221013,0.021568026,0.022221205,26.28903413,26.66074863,0.402147062,0.404402232,0.019559436,25.25578656,0.403208557,14.82600674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HA2.152,9,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.020887927,24.6906853,0.404989292,15.56321848,0.000154209,0.098878649,0.00053269,0.020634254,0.021141601,24.52802992,24.85334068,0.404113018,0.405865567,0.020585678,0.021190177,24.49688314,24.88448745,0.40394522,0.406033364,0.018855855,23.49394934,0.405343517,15.58485636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.023390257,37.21833612,0.427916049,22.67515079,0.000499306,0.294630734,0.00092365,0.022568898,0.024211616,36.73366856,37.70300367,0.426396644,0.429435453,0.022411616,0.024368897,36.64085988,37.79581235,0.426105694,0.429726403,0.021671976,37.98159631,0.458990352,22.68444042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.031734886,35.98198599,0.454048598,25.29120929,0.000930916,0.318952372,0.001079832,0.03020353,0.033266243,35.45730934,36.50666265,0.452272274,0.455824922,0.029910291,0.033559481,35.35683935,36.60713264,0.451932127,0.456165069,0.029000361,36.10938066,0.487213219,25.26257165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.032581173,36.27191673,0.458781562,25.62326162,0.000997384,0.335281296,0.001025139,0.030940477,0.03422187,35.72037899,36.82345446,0.457095209,0.460467916,0.030626301,0.034536046,35.61476538,36.92906807,0.45677229,0.460790834,0.031314121,36.87559653,0.490393491,25.63448938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.022187527,64.87811138,0.406427976,11.26111548,0.000595966,0.413559565,0.001178847,0.021207162,0.023167892,64.1978059,65.55841686,0.404488773,0.408367178,0.021019433,0.023355621,64.06753463,65.68868813,0.404117436,0.408738515,0.02058974,64.23490228,0.421260616,11.42464221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.023564438,33.24276267,0.426839458,24.52230915,0.000549965,0.326984502,0.00086018,0.022659746,0.024469129,32.70487317,33.78065218,0.425424463,0.428254454,0.022486507,0.024642368,32.60187305,33.8836523,0.425153506,0.42852541,0.022456999,33.97838614,0.452555018,24.52698026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.01779711,47.71303399,0.405664619,17.5575707,0.000345504,0.366550242,0.000730327,0.017228755,0.018365465,47.11005884,48.31600913,0.404463231,0.406866007,0.017119922,0.018474298,46.99459551,48.43147246,0.404233178,0.40709606,0.01700283,47.84854064,0.425324305,17.46752407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.032118266,35.02048716,0.467530566,26.49012114,0.000945389,0.327347822,0.001093083,0.030563102,0.03367343,34.482,35.55897433,0.465732444,0.469328688,0.030265305,0.033971227,34.37888543,35.66208889,0.465388123,0.469673009,0.028759253,34.66643334,0.500013539,26.44684676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.034044858,37.12470422,0.468086785,25.78558042,0.001192129,0.374043417,0.001194541,0.032083805,0.03600591,36.5094028,37.74000564,0.466121764,0.470051806,0.031708285,0.036381431,36.39157912,37.85782932,0.465745484,0.470428086,0.034624519,38.5568221,0.503760032,25.78210645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.034276607,28.61099324,0.465622416,29.74945063,0.001631943,0.512729685,0.00134264,0.031592061,0.036961153,27.7675529,29.45443357,0.463413773,0.467831059,0.031077999,0.037475215,27.60604305,29.61594342,0.462990841,0.468253991,0.027501759,26.219097,0.498171851,29.73492003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.034807774,23.6783261,0.470899325,32.31092993,0.001432707,0.4367891,0.001177319,0.03245097,0.037164578,22.95980804,24.39684417,0.468962636,0.472836015,0.031999667,0.037615881,22.82221947,24.53443274,0.46859178,0.47320687,0.030233378,22.79265657,0.513140532,32.28579837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D03/Mp_wt,FALSE,richards,FALSE,FALSE,0,0.014917944,23.69601963,0.430426736,25.28041156,0.000281123,0.350472538,0.001686079,0.014455497,0.015380391,23.11949231,24.27254696,0.427653137,0.433200335,0.014366943,0.015468945,23.00909346,24.38294581,0.427122022,0.43373145,0.018855586,26.84869834,0.439748062,25.32167221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.027459924,35.22576488,0.438298611,24.70078147,0.000771136,0.349825108,0.000953842,0.026191406,0.028728442,34.65030257,35.80122718,0.436729541,0.439867682,0.025948498,0.02897135,34.54010767,35.91142209,0.43642908,0.440168142,0.035366992,39.81175867,0.462794356,24.6843579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,M01/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.007572757,70.10498336,0.306940487,9.350911284,9.35E-05,0.318355903,0.002850505,0.007418925,0.007726588,69.5812879,70.62867882,0.302251407,0.311629568,0.007389468,0.007756045,69.48100579,70.72896093,0.301353498,0.312527477,0.007484976,70.00678605,0.297711972,9.521699838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,M01/DvH_wt,FALSE,logistic,FALSE,FALSE,0,0.005795885,73.99036202,0.349476979,6.364542072,0.000121746,0.688056769,0.015342948,0.005595613,0.005996158,72.85850863,75.1222154,0.324237829,0.374716128,0.005557263,0.006034508,72.64177075,75.33895329,0.319404801,0.379549157,0.006955031,76.38478491,0.240482068,6.85559803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,M01/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.006111216,63.33239915,0.296455575,10.27634677,0.000105931,0.541323541,0.004381853,0.00593696,0.006285472,62.44192193,64.22287638,0.289247427,0.303663724,0.005903592,0.00631884,62.27140501,64.39339329,0.287867143,0.305044007,0.00609879,61.95182824,0.29136443,10.44884714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,M01/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.007037016,72.57488092,0.28552459,8.742090728,0.000233114,0.930989892,0.007138956,0.006653544,0.007420488,71.04340255,74.1063593,0.273781008,0.297268172,0.006580113,0.007493919,70.75014073,74.39962111,0.271532237,0.299516943,0.006631609,69.59215343,0.282002893,9.094796969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,M02/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.005988239,72.49589111,0.242842905,8.284479381,0.000266505,1.419961597,0.005364045,0.005549839,0.006426639,70.16005428,74.83172794,0.23401905,0.251666759,0.00546589,0.006510588,69.71276638,75.27901584,0.232329376,0.253356433,0.005731186,70.22366385,0.245746033,8.544172016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,M02/DvH_wt,FALSE,logistic,FALSE,FALSE,0,0.005700589,69.02265709,0.350571604,7.55871751,2.97E-05,0.184331555,0.00400767,0.005651769,0.005749409,68.71943169,69.3258825,0.343978986,0.357164221,0.005642421,0.005758758,68.66136725,69.38394694,0.34271657,0.358426637,0.006112839,71.21171217,0.26035319,7.577757019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,M02/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.006097335,75.2169324,0.339803868,6.300704803,1.91E-05,0.088948104,0.00548506,0.006065914,0.006128755,75.07061277,75.36325203,0.330780944,0.348826792,0.006059897,0.006134772,75.04259411,75.39127068,0.32905315,0.350554586,0.006743446,78.10930435,0.248137789,6.294333403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.00592806,55.33440845,0.283753462,12.00046812,5.25E-05,0.28310467,0.001264458,0.005841686,0.006014433,54.86870127,55.80011563,0.281673428,0.285833496,0.005825146,0.006030973,54.77952329,55.8892936,0.281275124,0.2862318,0.005847941,54.34207121,0.277239588,12.08225939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,M02/DvH_wt,FALSE,logistic,FALSE,FALSE,0,0.006217591,83.93607857,0.534707446,5.589604474,0.000304414,1.595496717,0.033975536,0.00571683,0.006718352,81.31148647,86.56067067,0.478817689,0.590597203,0.005620939,0.006814243,80.808905,87.06325213,0.468115396,0.601299496,0.005370656,78.88173771,0.201492103,5.74337643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,M03/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.008347907,58.00726197,0.310755471,15.44244205,0.000203042,0.747586212,0.001027179,0.008013903,0.00868191,56.77748265,59.23704129,0.309065761,0.312445181,0.007949945,0.008745869,56.541993,59.47253095,0.308742199,0.312768743,0.008413196,57.29031692,0.313478824,15.63202098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,M03/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.006417476,59.68163675,0.308493318,9.985967194,6.58E-05,0.256697198,0.003529163,0.006309209,0.006525744,59.25936986,60.10390364,0.302687845,0.31429879,0.006288476,0.006546476,59.17851024,60.18476326,0.301576159,0.315410476,0.007163815,66.75893989,0.277122998,9.303619431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,M03/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.008199273,59.7765119,0.291888268,12.94562307,4.87E-05,0.153729349,0.000420983,0.008119083,0.008279463,59.52362712,60.02939668,0.291195751,0.292580784,0.008103728,0.008294819,59.47520237,60.07782142,0.291063142,0.292713394,0.008039406,59.33676163,0.291214806,12.9846159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.032588604,32.10790823,0.489102252,16.46354124,0.000696335,0.233393771,0.001441873,0.031443134,0.033734075,31.72397548,32.49184098,0.486730371,0.491474134,0.031223788,0.03395342,31.65045644,32.56536002,0.486276181,0.491928324,0.026992134,30.24676664,0.508531094,16.34579522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.06302637,38.15117954,0.489894456,14.50265132,0.00208957,0.171338368,0.002003606,0.059589028,0.066463713,37.86932793,38.43303116,0.486598524,0.493190388,0.058930813,0.067121928,37.81535634,38.48700275,0.485967388,0.493821523,0.047859166,36.77294514,0.526057917,14.52438238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.033483369,33.75095822,0.460410842,14.81644528,0.000681221,0.199010948,0.001342839,0.03236276,0.034603977,33.42358521,34.07833123,0.458201872,0.462619813,0.032148176,0.034818562,33.36089676,34.14101967,0.457778877,0.463042807,0.027659889,32.1100072,0.479798372,14.8093259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.028549504,31.8524603,0.462436834,15.90542914,0.000530318,0.231488758,0.00101099,0.027677131,0.029421876,31.47166129,32.23325931,0.460773756,0.464099912,0.027510081,0.029588926,31.39874233,32.30617826,0.460455294,0.464418373,0.023868874,29.74783942,0.477840514,15.9054435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.017945992,28.78043198,0.402362473,13.3652191,0.000173,0.149231214,0.000899094,0.017661406,0.018230577,28.53494663,29.02591733,0.400883464,0.403841482,0.017606911,0.018285072,28.4879388,29.07292516,0.40060025,0.404124697,0.017553103,28.59165774,0.406709153,13.35546038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.026862512,24.78369195,0.415476374,17.27569933,0.000651444,0.28840997,0.000997185,0.025790887,0.027934137,24.30925755,25.25812635,0.413836006,0.417116743,0.025585682,0.028139341,24.21840841,25.34897549,0.413521892,0.417430856,0.022422853,22.91648437,0.437756755,17.25188354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.029919539,24.73373908,0.449051486,18.79313903,0.000776878,0.300892146,0.001106282,0.028641575,0.031197503,24.2387715,25.22870666,0.447231652,0.45087132,0.028396859,0.03144222,24.14399048,25.32348769,0.446883174,0.451219798,0.024154261,22.22515448,0.473643573,18.79717737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.028815124,26.67994142,0.448345352,17.38763434,0.000794542,0.311598383,0.001594078,0.027508103,0.030122145,26.16736208,27.19252075,0.445723094,0.45096761,0.027257823,0.030372426,26.06920859,27.29067425,0.445220959,0.451469745,0.024358613,25.42864477,0.474967401,17.44076355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D01/Mp_wt,FALSE,richards,FALSE,FALSE,0,0.011731318,28.98731695,0.417500005,10.79284539,0.000141758,0.251275216,0.004237914,0.011498126,0.01196451,28.57396922,29.40066468,0.410528637,0.424471373,0.011453472,0.012009164,28.49481752,29.47981637,0.409193694,0.425806316,0.01324904,30.77300034,0.393839992,10.77702231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.033002332,32.24322681,0.455864694,16.0956862,0.001138098,0.379621183,0.001385781,0.03113016,0.034874504,31.61874996,32.86770366,0.453585084,0.458144303,0.030771659,0.035233005,31.49916929,32.98728433,0.453148563,0.458580824,0.027244995,30.17008511,0.486004651,16.15375292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.033061843,30.90987049,0.471695034,16.79006804,0.000712823,0.230988107,0.001160448,0.031889248,0.034234437,30.52989505,31.28984593,0.469786097,0.473603971,0.031664709,0.034458976,30.4571338,31.36260718,0.469420556,0.473969512,0.027284279,28.9979346,0.493813244,16.74745306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,1,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.034772456,32.36278867,0.48727168,16.7822636,0.00073535,0.225549333,0.001130335,0.033562805,0.035982107,31.99176002,32.73381732,0.485412279,0.489131081,0.03333117,0.036213743,31.92071198,32.80486536,0.485056224,0.489487136,0.028362092,30.2746322,0.50875368,16.77367164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,M01/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.005366521,60.75741814,0.303761206,10.02194885,8.62E-05,0.536639253,0.007207375,0.00522467,0.005508372,59.87464656,61.64018971,0.291905075,0.315617337,0.005197507,0.005535535,59.7056052,61.80923107,0.289634751,0.31788766,0.00519294,58.15988668,0.274690004,10.17428077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,M01/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.005108168,64.58247581,0.242847778,8.373216102,7.07E-05,0.433338411,0.002766758,0.004991935,0.005224402,63.86963413,65.2953175,0.238296461,0.247399094,0.004969677,0.00524666,63.73313253,65.4318191,0.237424932,0.248270623,0.005234116,65.83872,0.232283821,8.469549583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.007630774,68.96668103,0.2779255,10.77907021,0.000182854,0.705490543,0.001445245,0.007329979,0.007931569,67.80614909,70.12721298,0.275548073,0.280302928,0.00727238,0.007989168,67.58391957,70.3494425,0.275092821,0.28075818,0.007326511,67.23646521,0.279372039,10.97307329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.007143452,68.75115205,0.277556674,9.75500815,8.83E-05,0.347159368,0.001453847,0.006998276,0.007288628,68.18007489,69.32222921,0.275165096,0.279948252,0.006970476,0.007316428,68.07071969,69.43158441,0.274707134,0.280406214,0.007030045,68.43574906,0.273791711,9.826839707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,M02/DvH_wt,FALSE,logistic,FALSE,FALSE,0,0.004887739,69.04366404,0.323617478,6.631827188,7.45E-05,0.554717921,0.01044578,0.004765199,0.00501028,68.13115306,69.95617502,0.306434169,0.340800787,0.004741733,0.005033746,67.95641692,70.13091117,0.303143749,0.344091208,0.00597086,77.45329759,0.236259836,6.75671779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,M02/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.006049227,68.33509871,0.300374743,7.183341074,7.76E-05,0.293130707,0.007101249,0.005921559,0.006176894,67.85289869,68.81729872,0.288693189,0.312056297,0.005897112,0.006201341,67.76056252,68.90963489,0.286456296,0.314293191,0.006447571,69.58908893,0.260170478,7.450877901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,M02/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.007634279,68.88061833,0.317648526,9.471616068,9.05E-05,0.29520598,0.003221961,0.007485333,0.007783225,68.39500449,69.36623217,0.312348401,0.322948651,0.007456812,0.007811747,68.30201461,69.45922205,0.311333483,0.323963568,0.008204435,71.41572587,0.294681755,9.508601961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,M02/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.005495882,67.75828106,0.25318494,8.399167205,0.000175968,1.004922531,0.007094979,0.005206414,0.005785349,66.1051835,69.41137863,0.241513699,0.26485618,0.005150984,0.005840779,65.7886329,69.72792922,0.239278781,0.267091099,0.00583211,67.45359971,0.250731324,8.651427126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,M03/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.005848212,58.22593,0.33888679,11.04393438,5.08E-05,0.2737146,0.004248297,0.005764609,0.005931816,57.77566949,58.67619052,0.331898341,0.34587524,0.0057486,0.005947825,57.68944939,58.76241062,0.330560127,0.347213453,0.006675328,64.07423581,0.298471609,11.09749024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,M03/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.007831204,75.63518223,0.280398178,9.05330804,0.000224139,0.812100457,0.00297832,0.007462496,0.008199913,74.29927698,76.97108748,0.275498842,0.285297514,0.007391892,0.008270517,74.04346534,77.22689913,0.274560672,0.286235685,0.007263425,73.30391742,0.280429384,9.226392063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,M03/DvH_wt,FALSE,logistic,FALSE,FALSE,0,0.00692598,73.80807535,0.361568972,7.318431899,6.39E-05,0.278133658,0.007420551,0.006820885,0.007031074,73.35054548,74.26560522,0.349362165,0.373775779,0.006800761,0.007051199,73.26293338,74.35321732,0.347024692,0.376113252,0.008389688,78.21414923,0.278451015,8.983962019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,M03/DvH_wt,FALSE,gompertz,FALSE,FALSE,0,0.023162219,1.580679207,0.262564336,28.737016,0.000534555,0.100864435,3.08E-05,0.022282876,0.024041562,1.414757212,1.746601202,0.262513702,0.26261497,0.022114491,0.024209947,1.382984915,1.778373499,0.262504006,0.262624666,0.012920155,-0.381678795,0.263026439,27.82870025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
