Line,EPD,pair,reliability,used.model,log.x,log.y,nboot.gc,mu.model,lambda.model,A.model,integral.model,stdmu.model,stdlambda.model,stdA.model,ci90.mu.model.lo,ci90.mu.model.up,ci90.lambda.model.lo,ci90.lambda.model.up,ci90.A.model.lo,ci90.A.model.up,ci95.mu.model.lo,ci95.mu.model.up,ci95.lambda.model.lo,ci95.lambda.model.up,ci95.A.model.lo,ci95.A.model.up,mu.spline,lambda.spline,A.spline,integral.spline,mu.bt,lambda.bt,A.bt,integral.bt,stdmu.bt,stdlambda.bt,stdA.bt,stdintegral.bt,ci90.mu.bt.lo,ci90.mu.bt.up,ci90.lambda.bt.lo,ci90.lambda.bt.up,ci90.A.bt.lo,ci90.A.bt.up,ci90.integral.bt.lo,ci90.integral.bt.up,ci95.mu.bt.lo,ci95.mu.bt.up,ci95.lambda.bt.lo,ci95.lambda.bt.up,ci95.A.bt.lo,ci95.A.bt.up,ci95.integral.bt.lo,ci95.integral.bt.up
HR2.152,5,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.014142189,52.4936575,0.36008407,22.62468372,0.000241609,0.326291673,0.000714275,0.013744743,0.014539636,51.9569077,53.0304073,0.358909088,0.361259052,0.013668636,0.014615742,51.85412582,53.13318918,0.358684092,0.361484048,0.012458353,50.14565211,0.373628495,22.67730479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,D03/Mp_wt,TRUE,logistic,FALSE,FALSE,0,0.021778708,42.30465377,0.392777207,28.55502372,0.000629113,0.296412339,0.001470263,0.020743817,0.0228136,41.81705547,42.79225206,0.390358625,0.395195789,0.020545646,0.02301177,41.72368558,42.88562195,0.389895492,0.395658921,0.021860355,43.65711251,0.424006387,29.0257263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.025773447,46.16015438,0.380194173,28.044829,0.001101081,0.499954785,0.000947157,0.02396217,0.027584725,45.33772875,46.98258,0.3786361,0.381752245,0.023615329,0.027931566,45.180243,47.14006575,0.378337746,0.3820506,0.021128869,43.87339239,0.410487724,28.09102848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.02637595,47.80352213,0.385094523,27.72754719,0.001129887,0.4912968,0.001013564,0.024517286,0.028234615,46.99533889,48.61170537,0.38342721,0.386761836,0.024161371,0.02859053,46.8405804,48.76646386,0.383107937,0.387081109,0.021710532,45.6579078,0.417394339,27.72837615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.025899179,33.19391881,0.426374858,13.92001164,0.000512214,0.245441809,0.001132004,0.025056587,0.026741771,32.79016703,33.59767058,0.424512711,0.428237004,0.02489524,0.026903118,32.71285286,33.67498475,0.42415613,0.428593585,0.02186343,31.24039586,0.442364942,13.92006179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.028403157,31.56941663,0.438955202,15.57120574,0.000647069,0.280322147,0.000958964,0.027338728,0.029467585,31.1082867,32.03054656,0.437377706,0.440532698,0.027134901,0.029671412,31.01998522,32.11884804,0.437075632,0.440834772,0.023510387,29.25743999,0.456068382,15.61684719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.026303812,34.75104541,0.44124606,13.59284138,0.000499343,0.237208846,0.001251809,0.025482393,0.027125231,34.36083686,35.14125396,0.439186834,0.443305287,0.0253251,0.027282523,34.28611607,35.21597475,0.438792514,0.443699607,0.023795114,34.14363067,0.4539956,13.5740278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,D01/Mp_wt,FALSE,richards,FALSE,FALSE,0,0.011626914,30.06213187,0.430113527,10.43456418,9.02E-05,0.163339051,0.003433663,0.01147846,0.011775369,29.79343914,30.33082461,0.42446515,0.435761903,0.011450032,0.011803797,29.74198733,30.38227641,0.423383546,0.436843507,0.013032763,36.67719125,0.397935369,10.46691763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,D03/Mp_wt,FALSE,logistic,FALSE,FALSE,0,0.014879991,40.7799639,0.498253246,7.646065317,0.000342525,0.426165144,0.020534015,0.014316537,0.015443444,40.07892224,41.48100557,0.464474791,0.532031702,0.014208641,0.01555134,39.94468022,41.61524759,0.458006576,0.538499917,0.044287272,56.75134989,0.42869747,7.318739146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.022749292,34.23931977,0.398582731,12.74715319,0.000476806,0.288368756,0.001026316,0.021964947,0.023533637,33.76495317,34.71368638,0.396894441,0.40027102,0.021814753,0.023683831,33.67411701,34.80452253,0.396571151,0.40059431,0.019813836,32.54318765,0.407215142,12.81376632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,D03/Mp_wt,FALSE,richards,FALSE,FALSE,0,0.024250169,36.3355523,0.441621428,12.26528816,0.000471091,0.249122941,0.001833348,0.023475224,0.025025115,35.92574506,36.74535954,0.438605571,0.444637286,0.02332683,0.025173509,35.84727134,36.82383326,0.438028066,0.44521479,0.025766121,37.5685187,0.455044584,12.42710627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,5,D03/Mp_wt,FALSE,richards,FALSE,FALSE,0,0.026698599,34.78850005,0.455239152,13.73158237,0.000690769,0.318883417,0.00201366,0.025562284,0.027834914,34.26393683,35.31306327,0.451926682,0.458551622,0.025344692,0.028052506,34.16348855,35.41351155,0.451292379,0.459185925,0.023412014,33.68259438,0.475885964,13.65342292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,M01/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.009292392,83.9335522,0.330791537,6.59572134,0.000704587,1.638538289,0.052994546,0.008133346,0.010451438,81.23815672,86.62894769,0.243615509,0.417967565,0.007911401,0.010673383,80.72201716,87.14508725,0.226922227,0.434660847,0.009469004,84.62806219,0.29792201,7.192884837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.004842259,64.33815134,0.136034051,6.515404964,0.000277384,1.412838486,0.000562422,0.004385961,0.005298556,62.01403203,66.66227065,0.135108867,0.136959235,0.004298585,0.005385932,61.56898791,67.10731478,0.134931704,0.137136398,0.004346776,61.47832167,0.141353099,6.62634368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,M01/DvH_wt,FALSE,gompertz.exp,FALSE,FALSE,0,0.00408411,3.432346437,0.122385767,22.17783095,0.000229552,1.679812658,0.011369602,0.003706497,0.004461722,0.669054615,6.19563826,0.103682773,0.141088762,0.003634189,0.004534031,0.139913628,6.724779247,0.100101348,0.144670186,0.008821247,4.61372853,0.372652342,22.11899874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,M01/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.010066401,77.42340124,0.585711296,8.658581206,5.49E-05,0.134648119,0.019749209,0.009976087,0.010156715,77.20190509,77.6448974,0.553223846,0.618198745,0.009958792,0.010174009,77.15949093,77.68731156,0.547002845,0.624419746,0.0109856,79.29280296,0.385024857,8.839448624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,M02/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.009996311,76.08545948,0.41268514,10.10971324,0.000145936,0.359960755,0.008885364,0.009756245,0.010236376,75.49332404,76.67759492,0.398068716,0.427301564,0.009710276,0.010282346,75.3799364,76.79098256,0.395269827,0.430100454,0.009809846,75.24085356,0.376595445,10.29394851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,M02/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.009483013,70.26018893,0.388422059,11.12495314,8.72E-05,0.222603404,0.003222655,0.009339601,0.009626425,69.89400633,70.62637153,0.383120792,0.393723325,0.009312139,0.009653887,69.82388625,70.6964916,0.382105656,0.394738462,0.009906349,71.20958372,0.361758135,11.2261513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,M02/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.002638865,51.70196758,0.099203385,4.858174691,4.58E-05,0.438680813,0.000497564,0.002563479,0.00271425,50.98033764,52.42359752,0.098384892,0.100021878,0.002549044,0.002728686,50.84215319,52.56178197,0.09822816,0.100178611,0.003269535,55.80827548,0.103972827,4.907457588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,M02/DvH_wt,FALSE,richards,FALSE,FALSE,0,0.001347709,32.2937596,0.094450624,5.135454379,4.10E-05,1.401558239,0.00185926,0.001280324,0.001415094,29.98819629,34.5993229,0.091392141,0.097509106,0.00126742,0.001427998,29.54670545,35.04081374,0.090806474,0.098094773,0.002520907,48.05990179,0.098706614,5.16618286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,M03/DvH_wt,FALSE,logistic,FALSE,FALSE,0,0.00429347,34.23002245,0.331764307,15.12429569,5.96E-05,0.555061682,0.005051142,0.004195425,0.004391514,33.31694598,35.14309891,0.323455178,0.340073435,0.00417665,0.004410289,33.14210155,35.31794334,0.321864069,0.341664545,0.007160853,48.54109303,0.304737954,15.45527515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,M03/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.010017384,74.4527512,0.388398229,10.94134718,0.000192162,0.489902559,0.006221609,0.009701278,0.010333491,73.64686149,75.25864091,0.378163683,0.398632776,0.009640747,0.010394022,73.49254218,75.41296021,0.376203876,0.400592583,0.009485176,72.36295074,0.371912546,11.29320582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,M03/DvH_wt,FALSE,logistic,FALSE,FALSE,0,0.00163838,34.07360256,0.130296764,5.843903596,2.63E-05,0.665614972,0.002503777,0.001595044,0.001681715,32.97866593,35.16853919,0.126178051,0.134415478,0.001586746,0.001690014,32.76899721,35.3782079,0.125389361,0.135204168,0.002990582,52.01368822,0.11274022,5.992467385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,M03/DvH_wt,TRUE,logistic,FALSE,FALSE,0,0.001922671,37.42267582,0.126665738,6.000498028,4.34E-05,0.766275861,0.002188844,0.001851282,0.001994059,36.16215203,38.68319961,0.123065089,0.130266387,0.001837612,0.002007729,35.92077514,38.92457651,0.122375603,0.130955873,0.003486936,56.03652979,0.113973024,6.245466001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.023257016,29.45162499,0.484123723,16.53836511,0.000182895,0.119290909,0.000678124,0.022956155,0.023557878,29.25539145,29.64785854,0.483008209,0.485239237,0.022898543,0.02361549,29.21781481,29.68543517,0.4827946,0.485452846,0.020719828,27.93765199,0.484142613,16.5077781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.024468352,28.59759846,0.50749664,18.01318638,0.000224048,0.142001359,0.000729866,0.024099793,0.024836911,28.36400622,28.83119069,0.506296012,0.508697269,0.024029218,0.024907487,28.3192758,28.87592112,0.506066104,0.508927177,0.022220016,27.32427166,0.50747402,18.02286371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.02292636,28.61291253,0.478588444,17.03420031,0.000382856,0.262911955,0.001221037,0.022296562,0.023556159,28.18042236,29.04540269,0.476579837,0.480597051,0.022175962,0.023676759,28.0976051,29.12821996,0.476195211,0.480981677,0.022811787,27.13996328,0.482213176,17.084121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.017887035,27.43130691,0.46861977,15.54937106,0.00014625,0.148843849,0.001034845,0.017646454,0.018127616,27.18645878,27.67615504,0.46691745,0.470322091,0.017600386,0.018173685,27.13957297,27.72304086,0.466591474,0.470648067,0.016915784,26.70611499,0.464273662,15.5242443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.026145817,27.51604201,0.479994118,17.77432563,0.000291185,0.149495093,0.000787981,0.025666819,0.026624816,27.27012258,27.76196144,0.478697888,0.481290347,0.025575096,0.026716539,27.22303163,27.80905239,0.478449674,0.481538561,0.023752277,26.556359,0.481627022,17.72570585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.027841756,26.6034092,0.50079914,19.1182657,0.000296471,0.140971726,0.000738541,0.027354062,0.028329451,26.37151071,26.83530769,0.499584241,0.50201404,0.027260673,0.02842284,26.32710461,26.87971378,0.499351601,0.50224668,0.024803453,25.33794068,0.50384258,19.08434154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.026803363,27.58731266,0.49367206,18.19186711,0.000284153,0.142042462,0.000789794,0.026335931,0.027270795,27.35365281,27.82097251,0.492372848,0.494971272,0.026246423,0.027360303,27.30890943,27.86571588,0.492124063,0.495220058,0.023544983,26.10230169,0.495825145,18.14913362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.025924049,28.26276522,0.474763545,17.50002802,0.000284299,0.151533968,0.00068872,0.025456377,0.026391721,28.01349184,28.5120386,0.473630601,0.475896489,0.025366822,0.026481276,27.96575865,28.5597718,0.473413654,0.476113436,0.022834896,26.72036288,0.478675925,17.48902934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.026862396,27.68201646,0.48672698,18.04201308,0.000295914,0.146889212,0.000764598,0.026375617,0.027349175,27.44038371,27.92364921,0.485469217,0.487984744,0.026282403,0.027442388,27.3941136,27.96991931,0.485228369,0.488225592,0.023490752,26.13771864,0.490611689,17.99320909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,D03/Mp_wt,FALSE,logistic,FALSE,FALSE,0,0.008815473,-0.950942169,0.566028706,22.24830515,0.000268966,0.976535258,0.01441331,0.008373024,0.009257921,-2.557342668,0.65545833,0.542318811,0.589738601,0.0082883,0.009342645,-2.864951274,0.963066936,0.537778618,0.594278794,0.037925697,-0.539022998,0.488481873,22.39694056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.026734359,28.45497026,0.483126566,17.76640087,0.000315261,0.160923497,0.000744618,0.026215754,0.027252964,28.19025111,28.71968941,0.481901669,0.484351462,0.026116447,0.027352271,28.13956021,28.77038032,0.481667115,0.484586016,0.023279561,26.76215908,0.488335488,17.73221195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR2.152,10,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.02650418,27.44513366,0.490343759,18.44468013,0.000274187,0.144610761,0.00066216,0.026053142,0.026955218,27.20724896,27.68301837,0.489254506,0.491433012,0.025966773,0.027041587,27.16169657,27.72857076,0.489045926,0.491641593,0.023246417,25.8242163,0.493579224,18.42571456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.012624719,48.24275335,0.381725604,12.90401994,7.18E-05,0.107414111,0.000889159,0.012506638,0.0127428,48.06605713,48.41944956,0.380262938,0.38318827,0.012484026,0.012765411,48.03222169,48.453285,0.379982853,0.383468355,0.012649225,48.38748513,0.378381437,12.89736487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.013767431,65.66640759,0.371683504,9.371516564,0.000581032,0.953034973,0.004581593,0.012811633,0.014723229,64.09866506,67.23415012,0.364146784,0.379220224,0.012628607,0.014906255,63.79845905,67.53435614,0.362703582,0.380663426,0.013671069,64.36101777,0.373818053,9.628707177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.014816115,58.90143273,0.385111107,12.46981963,0.000359394,0.539633754,0.00117349,0.014224913,0.015407318,58.0137352,59.78913025,0.383180717,0.387041497,0.014111704,0.015520527,57.84375057,59.95911489,0.382811067,0.387411146,0.014139429,57.1934759,0.390338413,12.59377406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D01/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.02181707,36.52053162,0.417835174,22.42206363,0.000425344,0.285718868,0.00079841,0.02111738,0.022516761,36.05052408,36.99053916,0.41652179,0.419148558,0.020983397,0.022650744,35.96052264,37.0805406,0.41627029,0.419400057,0.019088618,34.81472514,0.436057284,22.40124758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.018095441,36.57072404,0.40401502,20.87683409,0.000138993,0.126250407,0.00040221,0.017866798,0.018324084,36.36304212,36.77840596,0.403353385,0.404676656,0.017823016,0.018367866,36.32327324,36.81817484,0.403226689,0.404803352,0.016570622,35.30927205,0.407477347,20.89375346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.013346616,36.12444811,0.398870827,19.23524818,6.28E-05,0.099362695,0.000375519,0.013243275,0.013449958,35.96099648,36.28789974,0.398253098,0.399488556,0.013223486,0.013469747,35.92969723,36.31919899,0.398134809,0.399606845,0.01468564,38.06597501,0.401272208,19.23029122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.02005708,34.03653407,0.40289113,22.3196891,0.000285726,0.214804605,0.000611923,0.019587061,0.0205271,33.6831805,34.38988765,0.401884516,0.403897743,0.019497057,0.020617103,33.61551704,34.4575511,0.40169176,0.404090499,0.017788118,32.43885935,0.414711402,22.30079846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D02/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.022209411,32.27423339,0.425616857,24.47380248,0.00043894,0.284801823,0.000841244,0.021487356,0.022931467,31.80573439,32.74273239,0.424233012,0.427000703,0.02134909,0.023069733,31.71602181,32.83244496,0.42396802,0.427265694,0.019535856,30.57724931,0.442784484,24.46235047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.020677702,38.83366671,0.415849368,20.94293095,0.000268827,0.193464407,0.000649413,0.020235481,0.021119922,38.51541776,39.15191566,0.414781084,0.416917652,0.0201508,0.021204603,38.45447647,39.21285695,0.414576519,0.417122217,0.018589355,37.47041242,0.429331554,20.93541874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.020020846,37.55182033,0.419608796,21.35540311,0.000266105,0.201945277,0.000734237,0.019583103,0.020458589,37.21962035,37.88402031,0.418400976,0.420816615,0.01949928,0.020542412,37.15600759,37.94763307,0.418169692,0.4210479,0.018608106,36.71196172,0.435308089,21.35172007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,D03/Mp_wt,TRUE,richards,FALSE,FALSE,0,0.020150659,37.59189861,0.411435491,21.16258089,0.00026009,0.19460402,0.00063979,0.019722811,0.020578508,37.27177499,37.91202222,0.410383036,0.412487946,0.019640883,0.020660436,37.21047473,37.97332248,0.410181502,0.41268948,0.017922325,36.06607394,0.425653796,21.16317151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.009551759,103.8097864,0.355603253,15.30565217,6.18E-05,0.157360744,0.000816509,0.009450065,0.009653453,103.5509279,104.0686448,0.354260096,0.35694641,0.009430591,0.009672927,103.5013593,104.1182134,0.354002896,0.35720361,0.00901008,102.6235994,0.350652998,15.33911229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.01078639,101.7896874,0.390568687,17.64858112,8.92E-05,0.192933619,0.00109784,0.01063964,0.01093314,101.4723116,102.1070632,0.38876274,0.392374634,0.010611539,0.010961241,101.4115375,102.1678373,0.38841692,0.392720454,0.010163267,100.458758,0.385378244,17.42497013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.009415563,105.3668979,0.340791141,15.64172097,0.000128288,0.36678239,0.001026775,0.009204529,0.009626597,104.7635408,105.9702549,0.339102097,0.342480185,0.009164118,0.009667007,104.6480044,106.0857914,0.338778663,0.342803619,0.008826548,103.2601346,0.340040832,16.13983675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,M01/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.009134638,104.3343465,0.350297339,15.5168405,0.000138959,0.408919373,0.001583795,0.00890605,0.009363226,103.6616741,105.0070188,0.347691996,0.352902682,0.008862278,0.009406998,103.5328645,105.1358284,0.3471931,0.353401577,0.009257173,103.2606231,0.348682635,16.12960267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,M02/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.010170491,45.4418501,0.351666042,36.68336558,6.23E-05,0.152875491,0.000251019,0.010067933,0.010273048,45.19036992,45.69333029,0.351253116,0.352078968,0.010048294,0.010292687,45.14221414,45.74148607,0.351174045,0.352158039,0.009656379,44.04461017,0.356028658,36.71386292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,M02/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.01843637,67.03149673,0.349240306,30.18467909,0.000210756,0.130253932,0.000494211,0.018089676,0.018783064,66.81722901,67.24576445,0.348427328,0.350053284,0.018023288,0.018849452,66.77619902,67.28679443,0.348271652,0.35020896,0.017011401,65.78548928,0.355975356,30.42103315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA3.152,2,M02/DvH_wt,TRUE,richards,FALSE,FALSE,0,0.009890849,44.11578336,0.380049642,38.92067625,5.26E-05,0.140215016,0.000295577,0.009804385,0.009977313,43.88512966,44.34643706,0.379563417,0.380535867,0.009787828,0.00999387,43.84096193,44.39060479,0.379470311,0.380628974,0.009563536,43.53254191,0.381556044,38.90176849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
